Date,Precipitation,Precipitation probability,Precipitation cover,Precipitation type,Sea level pressure
2023-07-23,29.0,100,8.33,rain,1016.6
2023-07-24,0.3,100,4.17,rain,1015.7
2023-07-25,0.0,0,0.0,rain,1014.9
2023-07-26,0.0,0,0.0,rain,1014.7
2023-07-27,0.0,0,0.0,rain,1014.8
2023-07-28,1.9,100,8.33,rain,1015.1
2023-07-29,14.0,100,12.5,rain,1015.7
2023-07-30,0.1,100,4.17,rain,1016.2
2023-07-31,0.0,0,0.0,rain,1016.0
2023-08-01,5.0,100,4.17,rain,1015.4
2023-08-02,0.0,0,0.0,rain,1016.2
2023-08-03,0.3,100,12.5,rain,1016.6
2023-08-04,1.3,100,29.17,rain,1015.2
2023-08-05,0.3,100,4.17,rain,1016.0
2023-08-06,4.0,100,37.5,rain,1016.3
2023-08-07,0.3,100,4.17,rain,1015.9
2023-08-08,1.0,100,4.17,rain,1014.6
2023-08-09,0.2,100,4.17,rain,1014.2
2023-08-10,0.0,0,0.0,rain,1014.7
2023-08-11,0.1,100,4.17,rain,1014.2
2023-08-12,0.1,100,4.17,rain,1013.0
2023-08-13,0.4,100,4.17,rain,1012.5
2023-08-14,0.5,100,4.17,rain,1013.6
2023-08-15,15.0,100,4.17,rain,1014.4
2023-08-16,3.0,100,4.17,rain,1014.3
2023-08-17,1.1,100,8.33,rain,1012.3
2023-08-18,2.2,100,8.33,rain,1012.7
2023-08-19,0.0,0,0.0,rain,1013.6
2023-08-20,0.4,100,4.17,rain,1011.9
2023-08-21,0.0,0,0.0,rain,1012.6
2023-08-22,0.0,0,0.0,rain,1012.0
2023-08-23,0.0,0,0.0,rain,1011.6
2023-08-24,1.0,100,4.17,rain,1011.1
2023-08-25,2.0,100,4.17,rain,1011.6
2023-08-26,13.0,100,4.17,rain,1012.2
2023-08-27,5.0,100,4.17,rain,1013.3
2023-08-28,6.0,100,4.17,rain,1014.6
2023-08-29,0.0,0,0.0,rain,1014.8
2023-08-30,0.0,0,0.0,rain,1014.4
2023-08-31,1.0,100,4.17,rain,1014.3
2023-09-01,4.0,100,8.33,rain,1013.9
2023-09-02,17.0,100,8.33,rain,1012.9
2023-09-03,15.0,100,4.17,rain,1014.2
2023-09-04,44.0,100,8.33,rain,1014.8
2023-09-05,9.0,100,8.33,rain,1013.5
2023-09-06,3.0,100,4.17,rain,1014.0
2023-09-07,1.4,100,25.0,rain,1013.5
2023-09-08,3.0,100,25.0,rain,1013.7
2023-09-09,5.0,100,25.0,rain,1014.8
2023-09-10,0.3,100,12.5,rain,1014.9
2023-09-11,1.1,100,20.83,rain,1013.2
2023-09-12,10.9,100,45.83,rain,1014.0
2023-09-13,6.0,100,41.67,rain,1013.2
2023-09-14,14.0,100,4.17,rain,1015.1
2023-09-15,16.6,100,45.83,rain,1013.5
2023-09-16,6.7,100,45.83,rain,1013.5
2023-09-17,8.3,100,37.5,rain,1013.6
2023-09-18,0.7,100,25.0,rain,1012.2
2023-09-19,3.3,100,45.83,rain,1011.7
2023-09-20,2.9,100,25.0,rain,1012.2
2023-09-21,1.4,100,16.67,rain,1012.0
2023-09-22,20.0,100,4.17,rain,1011.7
2023-09-23,1.0,100,20.83,rain,1012.4
2023-09-24,6.0,100,4.17,rain,1013.4
2023-09-25,0.2,100,8.33,rain,1013.6
2023-09-26,1.0,100,4.17,rain,1012.0
2023-09-27,0.0,0,0.0,,1010.6
2023-09-28,0.3,100,12.5,rain,1010.8
2023-09-29,7.0,100,4.17,rain,1012.0
2023-09-30,41.0,100,4.17,rain,1012.5
2023-10-01,0.0,0,0.0,rain,1012.3
2023-10-02,11.0,100,8.33,rain,1012.1
2023-10-03,0.0,0,0.0,rain,1011.8
2023-10-04,0.6,100,8.33,rain,1012.0
2023-10-05,1.8,100,4.17,rain,1012.1
2023-10-06,1.1,100,20.83,rain,1012.2
2023-10-07,6.0,100,16.67,rain,1011.8
2023-10-08,1.0,100,8.33,rain,1012.4
2023-10-09,0.4,100,12.5,rain,1013.6
2023-10-10,0.0,0,0.0,,1013.5
2023-10-11,15.0,100,4.17,rain,1013.0
2023-10-12,0.2,100,4.17,rain,1012.9
2023-10-13,15.0,100,8.33,rain,1012.9
2023-10-14,0.0,0,0.0,rain,1013.1
2023-10-15,1.0,100,8.33,rain,1011.8
2023-10-16,0.7,100,16.67,rain,1012.0
2023-10-17,10.0,100,4.17,rain,1013.4
2023-10-18,0.5,100,8.33,rain,1013.5
2023-10-19,1.2,100,16.67,rain,1013.2
2023-10-20,0.8,100,4.17,rain,1012.7
2023-10-21,5.8,100,41.67,rain,1012.4
2023-10-22,2.6,100,29.17,rain,1011.8
2023-10-23,1.6,100,20.83,rain,1011.2
2023-10-24,0.0,0,0.0,,1011.2
2023-10-25,0.6,100,4.17,rain,1011.6
2023-10-26,2.0,100,4.17,rain,1012.1
2023-10-27,0.0,0,0.0,rain,1012.4
2023-10-28,0.0,0,0.0,rain,1010.9
2023-10-29,26.0,100,4.17,rain,1009.4
2023-10-30,0.0,0,0.0,,1008.9
2023-10-31,44.0,100,8.33,rain,1010.1
2023-11-01,0.1,100,4.17,rain,1012.1
2023-11-02,0.0,0,0.0,,1011.6
2023-11-03,5.0,100,4.17,rain,1011.4
2023-11-04,10.0,100,4.17,rain,1011.4
2023-11-05,3.0,100,4.17,rain,1011.4
2023-11-06,0.3,100,4.17,rain,1012.0
2023-11-07,53.0,100,4.17,rain,1011.7
2023-11-08,0.0,0,0.0,rain,1011.3
2023-11-09,0.1,100,4.17,rain,1011.2
2023-11-10,0.3,100,12.5,rain,1011.7
2023-11-11,1.5,100,20.83,rain,1012.1
2023-11-12,0.7,100,12.5,rain,1012.0
2023-11-13,1.6,100,25.0,rain,1011.9
2023-11-14,2.2,100,16.67,rain,1010.4
2023-11-15,3.0,100,4.17,rain,1010.6
2023-11-16,0.0,0,0.0,,1011.2
2023-11-17,0.0,0,0.0,,1011.1
2023-11-18,0.0,0,0.0,rain,1011.7
2023-11-19,0.8,100,4.17,rain,1011.8
2023-11-20,0.0,0,0.0,rain,1011.6
2023-11-21,0.0,0,0.0,,1010.6
2023-11-22,2.8,100,16.67,rain,1010.6
2023-11-23,8.0,100,4.17,rain,1011.8
2023-11-24,1.0,100,4.17,rain,1011.0
2023-11-25,1.6,100,20.83,rain,1010.1
2023-11-26,48.0,100,12.5,rain,1012.8
2023-11-27,0.0,0,0.0,,1012.5
2023-11-28,0.0,0,0.0,rain,1011.6
2023-11-29,0.2,100,4.17,rain,1011.2
2023-11-30,2.0,100,4.17,rain,1011.9
2023-12-01,0.0,0,0.0,rain,1012.3
2023-12-02,5.0,100,4.17,rain,1012.2
2023-12-03,0.0,0,0.0,,1011.7
2023-12-04,0.0,0,0.0,,1012.1
2023-12-05,5.0,100,4.17,rain,1011.9
2023-12-06,3.0,100,4.17,rain,1012.2
2023-12-07,0.0,0,0.0,rain,1012.8
2023-12-08,0.0,0,0.0,,1012.7
2023-12-09,0.0,0,0.0,rain,1010.6
2023-12-10,0.0,0,0.0,,1011.3
2023-12-11,0.0,0,0.0,,1011.4
2023-12-12,0.7,100,8.33,rain,1012.1
2023-12-13,0.0,0,0.0,,1011.4
2023-12-14,0.0,0,0.0,,1010.9
2023-12-15,0.0,0,0.0,,1010.6
2023-12-16,0.0,0,0.0,,1009.5
2023-12-17,0.0,0,0.0,,1009.8
2023-12-18,0.0,0,0.0,,1009.9
2023-12-19,0.0,0,0.0,,1010.8
2023-12-20,0.0,0,0.0,,1012.2
2023-12-21,0.0,0,0.0,,1011.0
2023-12-22,0.0,0,0.0,,1011.7
2023-12-23,0.0,0,0.0,,1011.9
2023-12-24,0.0,0,0.0,,1012.4
2023-12-25,0.0,0,0.0,,1011.7
2023-12-26,0.0,0,0.0,,1011.8
2023-12-27,0.0,0,0.0,,1012.1
2023-12-28,0.0,0,0.0,,1013.1
2023-12-29,0.0,0,0.0,,1012.3
2023-12-30,0.0,0,0.0,rain,1012.2
2023-12-31,0.0,0,0.0,,1012.0
2024-01-01,0.0,0,0.0,,1012.4
2024-01-02,0.0,0,0.0,,1013.3
2024-01-03,0.0,0,0.0,,1013.2
2024-01-04,0.1,100,4.17,rain,1013.1
2024-01-05,0.0,0,0.0,,1012.4
2024-01-06,1.1,100,16.67,rain,1012.3
2024-01-07,0.0,0,0.0,rain,1011.8
2024-01-08,0.0,0,0.0,rain,1011.3
2024-01-09,0.2,100,4.17,rain,1011.3
2024-01-10,6.0,100,4.17,rain,1012.3
2024-01-11,0.0,0,0.0,,1011.2
2024-01-12,0.1,100,4.17,rain,1010.7
2024-01-13,0.0,0,0.0,,1011.8
2024-01-14,0.0,0,0.0,,1012.5
2024-01-15,0.0,0,0.0,,1013.7
2024-01-16,0.0,0,0.0,,1013.9
2024-01-17,0.0,0,0.0,,1013.6
2024-01-18,0.0,0,0.0,,1013.1
2024-01-19,0.0,0,0.0,,1012.9
2024-01-20,0.0,0,0.0,,1013.1
2024-01-21,0.0,0,0.0,,1013.1
2024-01-22,0.0,0,0.0,,1013.7
2024-01-23,0.0,0,0.0,rain,1013.9
2024-01-24,0.0,0,0.0,rain,1013.6
2024-01-25,0.0,0,0.0,,1013.4
2024-01-26,0.0,0,0.0,,1013.4
2024-01-27,0.0,0,0.0,,1012.6
2024-01-28,0.0,0,0.0,,1012.4
2024-01-29,0.0,0,0.0,,1012.5
2024-01-30,0.0,0,0.0,,1012.1
2024-01-31,0.0,0,0.0,,1013.1
2024-02-01,0.0,0,0.0,,1013.9
2024-02-02,0.0,0,0.0,rain,1012.5
2024-02-03,0.0,0,0.0,,1011.5
2024-02-04,0.0,0,0.0,,1012.0
2024-02-05,0.0,0,0.0,,1013.8
2024-02-06,0.0,0,0.0,,1013.9
2024-02-07,0.0,0,0.0,,1013.3
2024-02-08,0.0,0,0.0,,1012.8
2024-02-09,0.0,0,0.0,,1012.7
2024-02-10,0.0,0,0.0,,1011.9
2024-02-11,0.0,0,0.0,rain,1011.2
2024-02-12,0.0,0,0.0,,1010.7
2024-02-13,0.0,0,0.0,rain,1011.3
2024-02-14,0.0,0,0.0,rain,1011.7
2024-02-15,0.0,0,0.0,rain,1011.4
2024-02-16,2.0,100,4.17,rain,1011.3
2024-02-17,0.0,0,0.0,rain,1011.7
2024-02-18,0.1,100,4.17,rain,1011.2
2024-02-19,0.2,100,4.17,rain,1010.5
2024-02-20,40.0,100,4.17,rain,1009.5
2024-02-21,0.0,0,0.0,,1008.3
2024-02-22,40.0,100,4.17,rain,1008.9
2024-02-23,0.0,0,0.0,,1009.9
2024-02-24,24.0,100,4.17,rain,1011.8
2024-02-25,22.0,100,4.17,rain,1012.3
2024-02-26,0.0,0,0.0,rain,1011.2
2024-02-27,0.0,0,0.0,,1010.3
2024-02-28,0.0,0,0.0,rain,1009.5
2024-02-29,0.0,0,0.0,rain,1008.9
2024-03-01,0.0,0,0.0,rain,1009.5
2024-03-02,0.4,100,4.17,rain,1010.7
2024-03-03,0.0,0,0.0,,1011.2
2024-03-04,0.0,0,0.0,,1010.7
2024-03-05,0.0,0,0.0,,1010.6
2024-03-06,0.0,0,0.0,rain,1011.0
2024-03-07,0.0,0,0.0,rain,1012.1
2024-03-08,22.0,100,4.17,rain,1011.7
2024-03-09,26.0,100,8.33,rain,1011.7
2024-03-10,0.0,0,0.0,,1010.6
2024-03-11,0.0,0,0.0,rain,1011.5
2024-03-12,1.2,100,16.67,rain,1011.9
2024-03-13,0.0,0,0.0,,1011.4
2024-03-14,0.3,100,12.5,rain,1011.5
2024-03-15,0.0,0,0.0,,1010.2
2024-03-16,0.3,100,8.33,rain,1009.9
2024-03-17,0.0,0,0.0,rain,1009.2
2024-03-18,0.0,0,0.0,rain,1008.4
2024-03-19,0.4,100,4.17,rain,1007.7
2024-03-20,0.1,100,4.17,rain,1007.8
2024-03-21,1.8,100,12.5,rain,1008.7
2024-03-22,0.1,100,4.17,rain,1008.6
2024-03-23,0.5,100,8.33,rain,1009.0
2024-03-24,0.0,0,0.0,,1009.4
2024-03-25,0.0,0,0.0,rain,1010.5
2024-03-26,2.0,100,4.17,rain,1010.5
2024-03-27,0.0,0,0.0,,1009.8
2024-03-28,0.0,0,0.0,,1010.3
2024-03-29,0.6,100,25.0,rain,1009.8
2024-03-30,0.5,100,20.83,rain,1010.0
2024-03-31,3.9,100,4.17,rain,1010.6
